Game_id,Period,PC_Time,Event_Type,Person_id,Team_id,Status,Score,Active_player
021fd159b55773fba8157e2090fe0fe2,1,6920,Foul,c00264c3114d23bac482e9de50fb7d28,cff694c8186a4bd377de400e4f60fe47,Active,0,
021fd159b55773fba8157e2090fe0fe2,1,6920,Foul,89706b99ddd00dc05d37ef5cafc04276,012059d397c0b7e5a30a5bb89c0b075e,Active,0,
021fd159b55773fba8157e2090fe0fe2,1,6820,Foul,57bbd7e30bc694aeee9ee40c583e6811,cff694c8186a4bd377de400e4f60fe47,Active,0,
021fd159b55773fba8157e2090fe0fe2,1,6820,Foul,89706b99ddd00dc05d37ef5cafc04276,012059d397c0b7e5a30a5bb89c0b075e,Active,0,
021fd159b55773fba8157e2090fe0fe2,1,6740,Made Shot,a99f44bbff39e352191a870e17f04537,012059d397c0b7e5a30a5bb89c0b075e,Active,2,
021fd159b55773fba8157e2090fe0fe2,1,6740,Made Shot,881f83d2dee3f18c7d1751659406144e,012059d397c0b7e5a30a5bb89c0b075e,Active,2,
021fd159b55773fba8157e2090fe0fe2,1,6580,Made Shot,57bbd7e30bc694aeee9ee40c583e6811,cff694c8186a4bd377de400e4f60fe47,Active,2,
021fd159b55773fba8157e2090fe0fe2,1,6580,Made Shot,c00264c3114d23bac482e9de50fb7d28,cff694c8186a4bd377de400e4f60fe47,Active,2,
021fd159b55773fba8157e2090fe0fe2,1,6190,Made Shot,89706b99ddd00dc05d37ef5cafc04276,012059d397c0b7e5a30a5bb89c0b075e,Active,2,
021fd159b55773fba8157e2090fe0fe2,1,6000,Made Shot,57bbd7e30bc694aeee9ee40c583e6811,cff694c8186a4bd377de400e4f60fe47,Active,2,
021fd159b55773fba8157e2090fe0fe2,1,6000,Made Shot,307beab25b1021a548b4a47550bc4b25,cff694c8186a4bd377de400e4f60fe47,Active,2,
021fd159b55773fba8157e2090fe0fe2,1,5620,Made Shot,57bbd7e30bc694aeee9ee40c583e6811,cff694c8186a4bd377de400e4f60fe47,Active,2,
021fd159b55773fba8157e2090fe0fe2,1,5450,Made Shot,a99f44bbff39e352191a870e17f04537,012059d397c0b7e5a30a5bb89c0b075e,Active,3,
021fd159b55773fba8157e2090fe0fe2,1,5450,Made Shot,cec898a1d355dbfbad8c760615fde1af,012059d397c0b7e5a30a5bb89c0b075e,Active,3,
021fd159b55773fba8157e2090fe0fe2,1,5060,Made Shot,2b313e2bcef0268bc8e9415132ba9997,012059d397c0b7e5a30a5bb89c0b075e,Active,2,
021fd159b55773fba8157e2090fe0fe2,1,4870,Made Shot,881f83d2dee3f18c7d1751659406144e,012059d397c0b7e5a30a5bb89c0b075e,Active,2,
021fd159b55773fba8157e2090fe0fe2,1,4870,Made Shot,2b313e2bcef0268bc8e9415132ba9997,012059d397c0b7e5a30a5bb89c0b075e,Active,2,
021fd159b55773fba8157e2090fe0fe2,1,4790,Substitution,89706b99ddd00dc05d37ef5cafc04276,012059d397c0b7e5a30a5bb89c0b075e,Leave,0,
021fd159b55773fba8157e2090fe0fe2,1,4790,Substitution,a99f44bbff39e352191a870e17f04537,012059d397c0b7e5a30a5bb89c0b075e,Leave,0,
021fd159b55773fba8157e2090fe0fe2,1,4790,Substitution,d6bc5eb6ed54c734628cb4d237f99031,012059d397c0b7e5a30a5bb89c0b075e,Enter,0,
021fd159b55773fba8157e2090fe0fe2,1,4790,Substitution,1362d9ad805e7cc4ea3a9467c91142d6,012059d397c0b7e5a30a5bb89c0b075e,Enter,0,
021fd159b55773fba8157e2090fe0fe2,1,4340,Made Shot,d6bc5eb6ed54c734628cb4d237f99031,012059d397c0b7e5a30a5bb89c0b075e,Active,2,
021fd159b55773fba8157e2090fe0fe2,1,4340,Made Shot,2b313e2bcef0268bc8e9415132ba9997,012059d397c0b7e5a30a5bb89c0b075e,Active,2,
021fd159b55773fba8157e2090fe0fe2,1,4070,Foul,881f83d2dee3f18c7d1751659406144e,012059d397c0b7e5a30a5bb89c0b075e,Active,-2,
021fd159b55773fba8157e2090fe0fe2,1,4070,Foul,307beab25b1021a548b4a47550bc4b25,cff694c8186a4bd377de400e4f60fe47,Active,2,
021fd159b55773fba8157e2090fe0fe2,1,3830,Foul,d6bc5eb6ed54c734628cb4d237f99031,012059d397c0b7e5a30a5bb89c0b075e,Active,-2,
021fd159b55773fba8157e2090fe0fe2,1,3830,Foul,c00264c3114d23bac482e9de50fb7d28,cff694c8186a4bd377de400e4f60fe47,Active,2,
021fd159b55773fba8157e2090fe0fe2,1,3830,Substitution,881f83d2dee3f18c7d1751659406144e,012059d397c0b7e5a30a5bb89c0b075e,Leave,0,
021fd159b55773fba8157e2090fe0fe2,1,3830,Substitution,b2fada91a0c8a0f400623c425286ae2e,012059d397c0b7e5a30a5bb89c0b075e,Enter,0,
021fd159b55773fba8157e2090fe0fe2,1,3620,Made Shot,cec898a1d355dbfbad8c760615fde1af,012059d397c0b7e5a30a5bb89c0b075e,Active,2,
021fd159b55773fba8157e2090fe0fe2,1,3620,Made Shot,2b313e2bcef0268bc8e9415132ba9997,012059d397c0b7e5a30a5bb89c0b075e,Active,2,
021fd159b55773fba8157e2090fe0fe2,1,3480,Made Shot,307beab25b1021a548b4a47550bc4b25,cff694c8186a4bd377de400e4f60fe47,Active,2,
021fd159b55773fba8157e2090fe0fe2,1,2960,Made Shot,d6bc5eb6ed54c734628cb4d237f99031,012059d397c0b7e5a30a5bb89c0b075e,Active,2,
021fd159b55773fba8157e2090fe0fe2,1,2960,Made Shot,2b313e2bcef0268bc8e9415132ba9997,012059d397c0b7e5a30a5bb89c0b075e,Active,2,
021fd159b55773fba8157e2090fe0fe2,1,2630,Foul,307beab25b1021a548b4a47550bc4b25,cff694c8186a4bd377de400e4f60fe47,Active,0,
021fd159b55773fba8157e2090fe0fe2,1,2630,Foul,d6bc5eb6ed54c734628cb4d237f99031,012059d397c0b7e5a30a5bb89c0b075e,Active,0,
021fd159b55773fba8157e2090fe0fe2,1,2630,Substitution,33963fe856a1523ff46438ba07d1d99f,cff694c8186a4bd377de400e4f60fe47,Leave,0,
021fd159b55773fba8157e2090fe0fe2,1,2630,Substitution,2b313e2bcef0268bc8e9415132ba9997,012059d397c0b7e5a30a5bb89c0b075e,Leave,0,
021fd159b55773fba8157e2090fe0fe2,1,2630,Substitution,603daefb2fa321f3abab289805fdcc25,cff694c8186a4bd377de400e4f60fe47,Enter,0,
021fd159b55773fba8157e2090fe0fe2,1,2630,Substitution,a99f44bbff39e352191a870e17f04537,012059d397c0b7e5a30a5bb89c0b075e,Enter,0,
021fd159b55773fba8157e2090fe0fe2,1,2480,Made Shot,d6bc5eb6ed54c734628cb4d237f99031,012059d397c0b7e5a30a5bb89c0b075e,Active,2,
021fd159b55773fba8157e2090fe0fe2,1,2330,Made Shot,d6bc5eb6ed54c734628cb4d237f99031,012059d397c0b7e5a30a5bb89c0b075e,Active,2,
021fd159b55773fba8157e2090fe0fe2,1,1940,Foul,603daefb2fa321f3abab289805fdcc25,cff694c8186a4bd377de400e4f60fe47,Active,-2,
